#Format version: 1.0
time[us],accX[g],accY[g],accZ[g],
369268948,0.018,-0.025,-1.014,
369307471,0.018,-0.025,-1.013,
369345994,0.018,-0.025,-1.013,
369384518,0.018,-0.026,-1.014,
369423041,0.018,-0.025,-1.013,
369461565,0.018,-0.025,-1.013,
369500088,0.018,-0.025,-1.014,
369538611,0.019,-0.026,-1.014,
369577134,0.018,-0.025,-1.013,
369615658,0.018,-0.025,-1.014,
369654181,0.018,-0.025,-1.014,
369692705,0.018,-0.025,-1.014,
369731228,0.019,-0.025,-1.014,
369769751,0.018,-0.025,-1.013,
369808274,0.019,-0.025,-1.013,
369846798,0.018,-0.025,-1.014,
369885321,0.018,-0.025,-1.014,
369923845,0.018,-0.025,-1.013,
369962368,0.018,-0.026,-1.014,
370000891,0.018,-0.025,-1.013,
370039415,0.019,-0.025,-1.014,
370077938,0.018,-0.025,-1.014,
370116461,0.018,-0.026,-1.013,
370154984,0.018,-0.025,-1.014,
370193508,0.018,-0.025,-1.013,
370232032,0.018,-0.026,-1.013,
370270555,0.018,-0.025,-1.013,
370309078,0.018,-0.025,-1.013,
370347601,0.018,-0.025,-1.013,
370386125,0.018,-0.026,-1.013,
370424648,0.018,-0.025,-1.013,
370463171,0.018,-0.025,-1.014,
370501694,0.018,-0.025,-1.014,
370540218,0.018,-0.025,-1.013,
370578742,0.018,-0.026,-1.013,
370617265,0.018,-0.025,-1.013,
370655788,0.018,-0.025,-1.013,
370694311,0.019,-0.025,-1.013,
370732834,0.018,-0.025,-1.014,
370771358,0.019,-0.025,-1.014,
370809881,0.018,-0.025,-1.014,
370848404,0.018,-0.025,-1.014,
370886928,0.018,-0.026,-1.013,
370925451,0.018,-0.025,-1.014,
370963975,0.018,-0.025,-1.014,
371002498,0.018,-0.025,-1.014,
371041022,0.019,-0.025,-1.014,
371079545,0.018,-0.025,-1.013,
371118068,0.018,-0.025,-1.013,
371156591,0.018,-0.025,-1.014,
371195115,0.018,-0.025,-1.014,
371233639,0.018,-0.025,-1.013,
371272162,0.018,-0.025,-1.013,
371310685,0.018,-0.025,-1.014,
371349208,0.018,-0.025,-1.013,
371387732,0.018,-0.025,-1.013,
371426255,0.018,-0.025,-1.013,
371464778,0.018,-0.025,-1.013,
371503302,0.018,-0.026,-1.013,
371541825,0.018,-0.026,-1.013,
371580348,0.018,-0.025,-1.013,
371618871,0.018,-0.025,-1.013,
371657395,0.019,-0.026,-1.013,
371695918,0.018,-0.025,-1.014,
371734442,0.019,-0.025,-1.014,
371772965,0.018,-0.025,-1.013,
371811489,0.018,-0.025,-1.013,
371850012,0.018,-0.025,-1.014,
371888535,0.018,-0.025,-1.013,
371927058,0.018,-0.025,-1.014,
371965581,0.018,-0.025,-1.014,
372004105,0.018,-0.025,-1.013,
372042628,0.018,-0.026,-1.013,
372081152,0.018,-0.025,-1.013,
372119675,0.018,-0.025,-1.014,
372158199,0.018,-0.026,-1.014,
372196722,0.018,-0.025,-1.013,
372235245,0.018,-0.025,-1.014,
372273768,0.018,-0.025,-1.013,
372312292,0.018,-0.025,-1.014,
372350815,0.018,-0.025,-1.013,
372389338,0.018,-0.025,-1.014,
372427862,0.018,-0.025,-1.013,
372466385,0.018,-0.025,-1.013,
372504908,0.018,-0.025,-1.013,
372543432,0.018,-0.026,-1.013,
372581955,0.018,-0.025,-1.013,
372620478,0.018,-0.025,-1.013,
372659002,0.018,-0.025,-1.013,
372697525,0.018,-0.024,-1.014,
372736048,0.018,-0.025,-1.013,
372774572,0.018,-0.025,-1.013,
372813095,0.018,-0.025,-1.013,
372851618,0.018,-0.025,-1.013,
372890142,0.018,-0.025,-1.013,
372928665,0.019,-0.026,-1.014,
372967188,0.018,-0.026,-1.013,
373005712,0.018,-0.025,-1.014,
373044235,0.018,-0.025,-1.013,
373082759,0.018,-0.025,-1.013,
373121282,0.019,-0.025,-1.014,
373159805,0.018,-0.025,-1.013,
373198329,0.019,-0.025,-1.013,
373236852,0.018,-0.025,-1.013,
373275375,0.019,-0.025,-1.013,
373313898,0.018,-0.025,-1.013,
